timestamp,ax,ay,az,gx,gy,gz,p1,p2
18261,3.85,8.15,-6.94,0.52,0.51,0.72,21,15
18283,5.11,8.22,-6.63,0.25,0.41,0.57,22,11
18305,4.79,7.98,-6.14,0.0,0.01,0.17,22,11
18327,3.7,7.72,-6.22,-0.1,-0.04,0.14,21,16
18349,5.49,7.66,-7.11,-0.33,-0.13,0.01,21,22
18371,4.93,7.26,-6.42,-0.44,-0.26,-0.24,22,25
18393,4.01,6.23,-4.78,-0.13,-0.01,-0.33,24,27
18415,4.14,7.17,-5.04,0.16,0.11,-0.39,21,34
18437,3.76,7.89,-5.78,0.15,0.1,-0.21,22,27
18459,4.04,7.22,-5.15,0.11,0.06,-0.05,23,26
18481,4.04,7.87,-6.52,0.13,0.01,-0.07,21,31
18503,3.66,7.39,-5.99,0.06,0.05,-0.08,20,29
18525,4.13,7.54,-5.5,0.1,0.03,-0.05,22,25
18547,4.4,8.31,-5.18,0.2,0.01,-0.09,25,28
18569,4.03,9.54,-4.41,0.47,-0.15,-0.05,25,24
18591,2.51,9.77,-3.71,1.43,-0.56,0.48,21,20
18613,2.36,7.78,-6.69,1.54,-0.51,0.95,21,23
18635,2.92,7.6,-6.61,1.78,-0.28,1.05,20,20
18657,2.59,4.91,-9.43,1.61,-0.06,0.98,21,15
18679,3.42,4.71,-9.1,1.23,0.25,0.53,22,8
18701,2.94,4.49,-9.07,1.09,0.46,-0.11,23,9
18723,2.95,4.42,-8.68,1.07,0.57,-0.63,20,7
18745,3.46,3.77,-8.31,1.07,0.34,-1.24,21,11
18767,2.18,4.05,-8.49,1.05,0.07,-1.66,25,9
18789,1.69,3.85,-10.27,0.78,0.23,-1.8,22,11
18811,1.93,4.45,-9.99,0.31,0.63,-1.76,22,6
18833,3.09,5.63,-9.16,0.17,0.82,-1.72,26,10
18855,3.23,6.92,-9.23,0.11,0.92,-1.53,21,11
18877,4.22,5.47,-7.71,0.1,0.89,-1.38,21,10
18899,4.25,5.08,-7.2,0.05,0.82,-1.31,21,22
18921,4.87,6.46,-7.44,-0.1,0.76,-1.29,25,10
18943,4.98,7.05,-5.93,0.07,0.78,-1.06,21,12
18965,5.2,6.17,-6.63,0.33,0.6,-0.88,23,13
18987,5.12,5.9,-7.69,0.09,0.5,-0.79,22,17
19009,5.01,5.6,-7.94,-0.28,0.62,-0.69,20,10
19031,4.72,6.51,-6.81,-0.72,0.87,-0.58,23,17
19053,4.44,8.51,-5.57,-0.8,0.95,-0.26,21,18
19075,4.72,8.33,-4.88,-0.63,0.74,0.1,22,10
19097,4.83,7.02,-5.82,-0.62,0.42,0.17,19,13
19119,4.87,6.52,-5.84,-0.64,0.32,-0.07,20,5
19141,3.9,7.67,-5.42,-0.52,0.14,-0.29,24,1
19163,2.94,8.13,-6.04,-0.27,0.02,-0.35,20,10
19185,2.71,7.66,-6.74,-0.32,-0.01,-0.17,22,9
19207,3.47,7.21,-6.8,-0.35,0.17,0.12,23,12
19229,4.57,7.07,-5.95,-0.24,0.07,0.12,23,9
19251,4.39,6.31,-6.75,-0.08,-0.01,-0.03,24,6
19273,4.1,6.07,-7.46,-0.27,0.1,-0.14,20,10
19295,4.26,6.76,-6.72,-0.38,0.2,-0.15,21,13
19317,4.17,7.38,-5.97,-0.34,0.21,-0.08,20,5
19339,4.48,7.5,-5.73,-0.24,0.07,-0.04,25,11
19361,4.24,7.24,-6.06,-0.18,-0.08,-0.11,23,9
19383,4.14,6.97,-6.81,-0.31,-0.1,-0.18,21,17
19405,3.58,7.17,-6.5,-0.4,-0.04,-0.26,22,20
19427,3.28,7.34,-6.36,-0.34,-0.03,-0.14,22,15
19449,3.43,7.02,-6.62,-0.42,0.04,0.01,20,22
19471,3.61,7.46,-5.84,-0.35,0.08,0.08,26,28
19493,4.14,7.83,-5.42,-0.15,0.17,0.11,23,29
19515,3.48,7.49,-5.91,0.05,0.32,0.13,20,22
19537,3.74,7.48,-6.03,0.2,0.46,0.17,25,12
19559,4.44,7.61,-6.11,0.19,0.4,0.03,24,13
19581,5.54,7.09,-5.76,0.31,0.14,-0.33,24,16
19603,4.15,8.29,-6.1,-0.03,-0.17,-0.66,21,20
19625,2.42,7.94,-6.19,-0.27,-0.41,-0.46,22,26
19647,3.02,7.08,-5.54,-0.21,-0.27,-0.23,21,26
19674,4.24,6.98,-5.82,-0.22,-0.3,-0.04,23,25
19696,3.59,7.45,-5.19,-0.14,-0.15,0.22,21,30
19718,3.82,7.06,-5.85,0.02,-0.07,0.28,27,18
19740,3.62,7.13,-6.13,0.12,0.24,0.28,23,27
19762,3.99,8.43,-7.03,0.13,0.22,0.18,21,27
19784,4.48,8.19,-6.55,-0.04,0.01,-0.04,20,20
19806,4.18,7.63,-5.81,0.01,0.05,-0.07,23,27
19828,5.27,8.57,-6.91,-0.27,-0.25,-0.47,24,25
19850,3.82,7.9,-6.54,-0.38,-0.33,-0.89,20,19
19872,1.81,8.05,-5.75,-0.42,-0.24,-0.6,22,27
19894,2.42,7.59,-5.29,-0.33,-0.08,-0.4,20,17
19916,2.65,7.36,-4.91,-0.21,-0.0,-0.15,25,23
19938,4.44,7.22,-5.29,-0.01,0.07,0.16,23,21
19960,4.6,7.36,-5.44,-0.01,-0.14,-0.06,23,22
19982,1.97,8.2,-4.37,0.1,-0.18,0.25,19,23
20004,2.7,7.94,-6.0,0.12,-0.18,0.81,26,12
20026,5.23,7.47,-6.32,0.03,-0.13,0.46,22,20
20048,3.36,7.85,-6.73,0.02,-0.06,-0.12,23,17
20070,2.85,8.14,-5.74,0.09,0.14,0.1,23,15
20092,4.38,8.84,-5.5,0.2,0.15,0.15,20,18
20114,5.25,9.57,-3.07,0.46,-0.04,0.2,20,19
20136,4.52,7.23,-3.01,0.98,-0.62,0.31,20,16
20158,3.81,6.18,-7.6,0.8,-0.34,0.32,22,7
20180,3.52,6.96,-8.48,0.15,-0.1,0.23,20,7
20202,2.36,6.49,-7.52,-0.13,0.09,0.17,20,9
20224,2.5,6.29,-7.83,-0.16,0.01,-0.03,21,16
20246,2.08,6.45,-8.27,0.09,0.15,-0.12,23,8
20268,1.85,6.56,-9.14,-0.15,0.52,-0.07,20,19
20290,3.87,7.66,-6.15,-0.33,0.69,0.1,18,5
20312,4.55,7.64,-4.7,-0.1,0.44,0.12,20,8
20334,4.96,7.58,-5.32,0.04,0.21,0.02,21,6
20356,4.46,7.6,-6.06,-0.01,0.05,-0.07,21,12
20378,3.73,7.28,-6.23,-0.07,-0.02,-0.15,21,13
20400,3.31,6.99,-7.01,-0.16,0.08,-0.19,21,12
20422,3.68,7.02,-7.06,-0.37,0.22,-0.3,19,13
20444,3.93,8.83,-5.69,-0.26,0.21,-0.24,17,30
20466,3.85,7.58,-5.18,-0.27,0.02,-0.18,21,26
20488,4.22,7.12,-5.26,-0.13,-0.08,-0.1,19,18
20510,2.4,7.89,-6.28,-0.13,-0.05,0.09,20,21
20532,3.28,7.36,-6.0,0.06,0.27,0.44,20,26
20554,3.09,6.85,-5.85,0.12,0.49,0.51,22,32
20576,3.3,6.96,-5.36,0.27,0.66,0.32,20,25
20598,3.99,8.18,-6.25,0.28,0.51,0.33,20,20
20620,4.92,7.41,-5.78,0.03,0.12,0.02,25,20
20642,6.11,8.06,-6.65,-0.09,-0.36,-0.47,22,22
20664,3.51,7.62,-5.98,-0.28,-0.5,-0.51,24,31
20686,3.21,7.81,-6.4,-0.19,-0.26,-0.11,22,26
20708,3.25,7.15,-5.6,-0.17,-0.2,0.11,20,33
20730,2.86,7.55,-6.0,-0.18,-0.09,0.31,26,24
20752,3.77,7.02,-5.69,-0.05,0.06,0.32,23,26
20774,4.39,7.43,-6.28,0.01,0.03,0.05,20,38
20796,3.91,7.78,-5.63,0.02,0.11,0.01,20,30
20818,5.86,8.12,-6.71,0.03,-0.12,-0.48,23,25
20840,2.59,7.9,-6.47,-0.36,-0.52,-0.72,23,24
20862,2.45,7.3,-5.52,-0.34,-0.34,-0.34,21,20
20884,3.93,7.05,-6.02,-0.21,-0.19,-0.01,21,28
20906,3.37,7.65,-6.16,-0.13,-0.13,0.06,20,27
20928,3.23,7.9,-5.19,-0.05,-0.01,0.21,23,21
20950,3.74,8.24,-4.78,0.13,0.06,0.45,20,20
20972,4.48,8.76,-4.01,0.4,0.05,0.51,26,19
20994,4.77,9.05,-3.66,0.88,-0.5,0.37,22,20
21016,3.88,6.46,-7.72,0.74,-0.72,0.29,28,23
21038,2.78,6.61,-9.43,-0.06,-0.42,0.34,22,21
21060,3.14,7.18,-6.8,-0.49,-0.12,0.49,19,15
21082,3.78,6.53,-6.17,-0.27,-0.09,0.37,26,16
21104,3.98,6.12,-7.45,-0.34,-0.01,0.12,14,17
21126,3.45,6.44,-7.02,-0.36,0.11,0.02,25,19
21148,3.13,7.36,-7.11,-0.35,0.41,0.08,21,16
21170,3.81,8.62,-5.17,-0.27,0.49,0.18,20,14
21192,4.54,7.38,-5.07,0.09,0.25,0.19,19,15
21214,4.42,7.89,-5.43,0.16,0.13,0.06,23,18
21236,3.39,7.9,-6.17,0.02,0.05,-0.1,20,7
21258,4.08,7.37,-5.71,0.09,0.13,-0.08,25,14
21280,4.96,7.79,-7.27,0.01,-0.07,-0.51,29,16
21302,3.28,7.82,-5.55,-0.1,-0.1,-0.31,22,27
21324,3.31,7.91,-5.52,-0.13,-0.2,-0.18,26,24
21346,3.14,8.24,-6.04,-0.33,-0.32,-0.04,22,28
21368,2.71,7.71,-6.04,-0.36,-0.19,0.34,21,26
21390,4.26,7.01,-6.41,-0.36,-0.29,0.1,21,26
21412,4.78,6.91,-6.27,-0.26,-0.14,-0.2,20,24
21434,3.64,6.9,-5.3,0.01,-0.03,-0.45,20,27
21456,3.17,7.65,-5.22,0.18,0.08,-0.32,21,24
21478,3.39,7.76,-5.54,0.16,0.11,-0.12,23,28
21500,3.86,7.69,-5.48,0.16,0.0,-0.1,22,28
21522,1.84,8.16,-5.86,0.21,0.11,0.16,23,22
21544,3.31,8.2,-6.69,0.05,0.08,0.31,20,32
21566,3.79,8.11,-5.35,0.08,0.18,0.07,26,28
21588,6.2,9.34,-3.87,0.15,-0.03,-0.08,20,22
21610,5.26,9.59,-0.77,1.13,-0.62,-0.08,19,6
21632,3.38,6.66,-5.95,1.1,-0.6,-0.03,21,12
21654,5.04,6.28,-8.18,0.3,-0.63,0.01,25,14
21681,3.11,6.77,-7.64,-0.22,-0.04,-0.05,19,13
21703,1.04,6.15,-7.29,-0.1,-0.01,-0.01,25,8
21725,1.01,5.92,-8.92,0.04,0.15,0.07,22,11
21747,1.73,6.0,-9.32,0.04,0.23,-0.2,22,7
21769,1.8,6.74,-8.32,-0.14,0.76,-0.21,20,9
21791,3.47,7.6,-6.05,-0.26,0.8,0.02,22,15
21813,4.63,7.59,-4.7,-0.2,0.54,0.12,23,16
21835,5.33,7.27,-5.1,-0.13,0.41,-0.03,19,4
21857,3.99,7.69,-5.3,-0.2,0.24,-0.08,21,7
21879,3.99,7.2,-6.29,-0.23,0.14,-0.1,23,10
21901,3.9,7.33,-7.07,-0.43,0.13,-0.26,26,12
21923,2.63,9.48,-4.68,-0.09,0.09,-0.12,18,15
21945,2.95,8.03,-5.11,-0.17,0.01,-0.15,19,29
21967,4.0,7.66,-5.86,-0.24,-0.19,-0.22,26,29
21989,3.56,7.33,-5.98,-0.13,-0.14,-0.11,22,22
22011,3.38,7.4,-6.47,-0.07,-0.07,-0.01,21,28
22033,3.29,7.4,-5.74,-0.04,0.03,0.13,23,22
22055,3.93,7.6,-5.29,0.06,0.14,0.28,22,34
22077,3.68,7.35,-5.64,0.2,0.26,0.32,19,27
22099,3.56,7.46,-5.96,0.31,0.39,0.37,20,14
22121,3.52,7.63,-6.17,0.37,0.52,0.5,19,6
22143,5.67,8.01,-6.92,0.08,0.12,0.23,21,12
22165,3.27,7.65,-4.89,-0.07,0.02,-0.02,24,4
22187,4.31,7.93,-6.2,-0.01,-0.0,0.0,22,10
22209,4.75,7.87,-6.11,-0.25,-0.32,-0.34,23,22
22231,4.81,7.74,-6.17,-0.41,-0.51,-0.59,21,21
22253,3.15,7.71,-5.72,-0.42,-0.52,-0.56,21,34
22275,3.77,7.55,-5.78,-0.35,-0.4,-0.3,20,26
22297,3.73,6.91,-5.77,-0.19,-0.09,-0.05,22,14
22319,4.22,7.53,-6.01,-0.09,-0.13,-0.05,21,21
22341,2.76,8.19,-5.73,-0.13,-0.15,0.12,18,16
22363,3.6,7.82,-4.96,0.06,0.02,0.38,21,18
22385,3.87,7.66,-5.66,0.24,0.09,0.37,22,16
22407,4.19,8.69,-4.6,0.63,0.1,0.22,20,22
22429,3.33,6.68,-6.23,0.92,-0.01,0.21,25,20
22451,3.61,6.01,-8.09,0.58,0.29,0.19,22,16
22473,4.19,6.42,-7.52,0.3,0.56,-0.05,22,7
22495,4.53,6.68,-7.61,-0.01,0.52,-0.38,21,11
22517,3.83,6.9,-6.99,-0.44,0.45,-0.51,21,14
22539,3.09,12.75,-2.36,-0.33,0.2,-0.26,21,13
22561,3.79,7.17,-5.25,-0.24,-0.38,-0.08,20,16
22583,4.3,8.08,-6.52,-0.32,-0.54,0.13,22,33
22605,2.58,7.29,-6.32,-0.15,-0.4,0.17,20,26
22627,2.86,7.6,-6.38,0.05,0.13,0.08,20,22
22649,3.82,8.22,-5.35,0.18,0.39,0.12,19,26
22671,5.99,9.3,-2.94,0.55,0.07,-0.05,20,18
22693,5.28,7.51,-3.38,1.08,-0.46,-0.12,19,13
22715,4.54,6.56,-7.28,0.99,-0.9,-0.38,21,13
22737,2.28,6.82,-10.1,-0.31,0.23,-0.17,21,8
22759,2.13,7.47,-6.22,-0.58,0.27,0.26,23,8
22781,3.0,6.42,-5.83,-0.28,0.1,0.02,21,6
22803,2.85,5.93,-7.58,-0.01,-0.06,-0.3,22,13
22825,1.36,6.49,-9.21,-0.09,0.09,-0.47,19,8
22847,1.6,7.06,-7.89,-0.45,0.58,-0.02,21,10
22869,4.3,7.81,-5.53,-0.51,0.65,0.16,20,20
22891,5.64,7.5,-4.65,-0.48,0.35,-0.08,22,16
22913,4.0,9.73,-2.97,-0.17,0.01,-0.23,17,25
22935,3.79,7.32,-5.79,-0.04,-0.31,-0.18,24,30
22957,3.23,7.6,-6.67,-0.09,-0.24,0.0,23,35
22979,2.77,7.8,-6.3,-0.05,-0.06,0.18,20,31
23001,3.46,7.54,-5.9,0.01,0.14,0.34,22,30
23023,3.15,7.78,-5.97,0.09,0.32,0.44,23,25
23045,2.47,6.87,-5.51,0.27,0.49,0.58,23,17
23067,5.56,8.15,-6.68,0.11,0.07,0.14,20,15
23089,3.48,7.55,-5.42,0.05,0.03,-0.04,24,15
23111,4.51,8.0,-6.52,-0.05,-0.15,-0.23,23,19
23133,4.14,7.78,-7.06,-0.31,-0.47,-0.55,22,25
23155,2.31,7.33,-5.68,-0.2,-0.2,-0.3,22,33
23177,3.38,7.37,-5.88,-0.17,-0.15,-0.05,22,21
23199,4.04,7.54,-5.95,-0.1,-0.12,-0.05,22,27
23221,2.84,7.77,-5.71,-0.13,-0.14,0.1,21,26
23243,3.79,7.52,-5.45,-0.01,-0.07,0.27,22,23
23265,3.63,7.35,-5.79,0.03,0.0,0.38,22,22
23287,3.62,7.41,-5.79,0.18,0.26,0.4,22,27
23309,4.26,7.83,-6.76,0.08,0.09,0.19,20,11
23331,3.57,7.84,-5.22,0.03,0.11,0.03,24,11
23353,4.58,7.72,-6.18,-0.05,-0.13,-0.21,22,24
23375,3.72,7.59,-5.84,-0.23,-0.3,-0.57,22,26
23397,3.06,7.9,-6.32,-0.32,-0.33,-0.3,19,26
23419,3.37,7.35,-5.92,-0.26,-0.21,-0.08,21,24
23441,3.1,7.98,-6.36,-0.22,-0.16,0.05,22,19
23463,3.01,7.6,-5.7,-0.17,-0.13,0.26,22,25
23485,3.58,7.88,-5.51,-0.02,0.05,0.24,20,24
23507,3.47,7.91,-5.44,0.14,0.23,0.13,20,17
23529,4.02,7.95,-5.06,0.33,0.38,0.13,22,21
23551,6.04,9.46,-4.28,0.46,0.09,0.09,26,22
23573,5.52,7.88,-2.38,1.26,-0.46,-0.13,21,16
23595,3.55,6.47,-8.19,0.78,-0.32,-0.14,21,17
23617,3.08,7.72,-9.06,-0.02,0.04,0.11,23,6
23639,2.34,7.3,-6.34,-0.24,0.12,0.2,21,17
23661,2.19,6.17,-6.56,0.09,-0.09,0.1,22,10
23688,2.06,6.18,-8.93,0.17,-0.05,-0.14,20,10
23710,1.21,6.41,-9.81,-0.21,0.43,-0.2,20,12
23732,2.72,7.62,-6.96,-0.46,0.85,0.06,19,9
23754,4.52,7.97,-4.48,-0.35,0.71,0.14,22,14
23776,5.61,7.66,-4.02,-0.1,0.41,0.01,22,10
23798,4.99,7.67,-5.03,0.06,0.06,-0.13,19,17
23820,3.75,7.4,-6.02,-0.01,-0.1,-0.08,18,13
23842,3.3,7.04,-6.87,-0.1,0.03,-0.03,23,14
23864,3.51,7.2,-7.33,-0.28,0.22,-0.08,29,11
23886,3.41,7.97,-6.28,-0.11,0.08,-0.02,20,10
23908,3.73,8.01,-5.21,-0.08,0.0,0.04,23,10
23930,3.65,7.88,-5.49,-0.05,-0.05,-0.03,21,18
23952,4.72,8.37,-6.9,-0.32,-0.31,-0.36,19,33
23974,2.35,7.71,-5.46,-0.38,-0.3,-0.47,21,22
23996,2.65,7.4,-5.85,-0.2,-0.18,-0.19,22,23
24018,3.37,7.29,-5.54,-0.09,0.02,-0.06,19,21
24040,4.05,7.6,-6.03,-0.02,0.01,-0.01,22,26
24062,3.65,7.56,-5.54,-0.01,0.0,-0.07,22,17
24084,2.77,7.74,-5.25,0.12,0.06,0.14,21,23
24106,3.12,7.79,-5.78,0.27,0.31,0.44,18,12
24128,3.93,7.52,-5.8,0.35,0.45,0.53,21,14
24150,5.54,8.05,-6.93,0.08,0.06,0.12,20,14
24172,4.2,7.75,-6.17,-0.01,0.06,0.01,21,12
24194,3.96,7.75,-6.15,-0.14,-0.1,0.04,21,13
24216,3.67,7.73,-5.94,-0.21,-0.21,0.22,22,11
24238,4.38,6.85,-5.23,-0.09,-0.22,0.32,22,22
24260,4.27,7.22,-6.59,-0.02,0.01,0.04,22,17
24282,3.1,7.9,-5.59,0.0,0.18,0.03,20,11
24304,4.51,7.7,-5.17,0.14,0.22,0.03,21,16
24326,6.07,8.35,-5.17,0.29,0.05,-0.35,20,11
24348,4.39,8.89,-2.43,0.95,-0.2,-0.27,22,9
24370,5.11,6.72,-4.4,1.21,-0.53,-0.17,22,5
24392,3.42,6.79,-12.59,0.29,0.14,-0.31,21,15
24414,2.65,7.26,-6.48,-0.61,0.28,0.18,24,9
24436,3.84,7.3,-5.2,-0.25,0.23,0.14,19,16
24458,2.96,6.27,-6.58,0.08,-0.08,-0.08,22,10
24480,2.15,6.32,-8.73,0.2,-0.14,-0.28,19,13
24502,0.92,6.09,-10.56,-0.13,0.2,-0.18,22,14
24524,2.75,7.2,-7.53,-0.48,0.72,0.14,20,1
24546,4.73,7.71,-4.91,-0.36,0.66,0.12,25,10
24568,5.37,7.34,-4.43,-0.17,0.37,-0.03,23,10
24590,4.9,8.01,-4.75,-0.05,0.13,-0.13,21,10
24612,3.84,7.81,-5.5,0.08,-0.06,-0.07,22,15
24634,3.62,7.31,-6.58,0.08,0.01,-0.04,25,13
24656,3.62,7.21,-7.11,-0.05,0.13,-0.07,20,10
24678,3.54,7.21,-6.42,-0.19,0.19,-0.01,21,20
24700,4.02,8.27,-5.49,-0.12,0.15,0.07,24,13
24722,4.06,7.49,-5.82,-0.08,0.04,0.06,20,11
24744,4.09,7.76,-5.97,-0.08,-0.04,-0.03,21,11
24766,3.63,7.7,-5.71,0.03,0.05,0.02,21,12
24788,5.78,8.46,-6.94,-0.18,-0.2,-0.33,27,27
24810,3.29,7.87,-5.82,-0.29,-0.43,-0.64,22,26
24832,2.99,7.92,-5.71,-0.24,-0.26,-0.29,22,27
24854,3.81,7.24,-6.17,-0.09,-0.08,-0.04,21,25
24876,3.72,7.77,-5.8,-0.11,-0.15,0.01,21,27
24898,2.95,7.95,-5.76,-0.04,-0.08,0.28,23,31
24920,4.37,7.62,-5.71,0.07,-0.08,0.28,23,27
24942,2.99,7.16,-5.9,0.14,0.14,0.34,19,20
24964,4.36,8.43,-6.49,0.11,0.22,0.26,19,17
24986,3.29,7.65,-5.93,-0.02,0.07,-0.0,27,10
25008,4.0,7.84,-6.36,-0.1,-0.07,-0.16,21,22
25030,4.48,8.25,-6.09,-0.24,-0.22,-0.38,21,33
25052,2.56,7.28,-5.01,-0.25,-0.32,-0.22,23,22
25074,3.07,7.85,-5.94,-0.23,-0.18,-0.06,19,19
25096,3.3,7.6,-5.67,-0.18,-0.18,0.07,18,18
25118,3.08,7.25,-5.07,-0.12,-0.15,0.31,22,19
25140,2.68,6.75,-6.02,-0.05,-0.1,0.38,22,25
25162,3.5,7.2,-5.96,0.25,0.26,0.38,22,17
25184,3.82,8.35,-6.47,0.24,0.33,0.27,20,10
25206,3.79,8.28,-6.2,0.02,0.21,0.07,21,9
25228,3.87,7.61,-5.33,0.01,0.06,0.01,22,9
25250,3.9,7.66,-5.84,0.06,0.03,-0.02,21,23
25272,3.83,7.72,-5.88,0.07,0.02,-0.04,21,18
25294,4.39,8.06,-5.12,0.2,0.05,-0.05,19,16
25316,4.72,9.53,-3.44,0.45,-0.14,-0.17,19,17
25338,4.32,8.2,-3.46,0.99,-0.58,0.11,22,9
25360,4.75,6.79,-6.37,0.88,-0.82,0.05,22,9
25382,3.56,6.08,-9.18,0.04,-0.34,0.04,22,5
25404,2.47,6.86,-8.54,-0.47,0.38,0.17,24,12
25426,2.47,7.08,-6.29,-0.53,0.36,0.21,20,12
25448,3.37,6.66,-6.25,-0.14,0.19,-0.01,23,9
25470,2.71,6.56,-7.44,0.08,0.01,-0.28,23,11
25492,1.72,7.06,-8.8,-0.19,0.34,-0.18,22,3
25514,3.25,8.11,-6.13,-0.38,0.63,0.13,27,14
25536,4.47,8.11,-4.47,-0.24,0.36,0.25,21,10
25558,5.14,7.55,-4.14,0.06,0.05,0.09,21,11
25580,4.31,7.73,-5.64,0.2,-0.12,-0.05,22,14
25602,3.36,7.67,-6.26,0.16,-0.12,-0.02,21,9
25624,3.5,7.19,-6.58,0.15,-0.07,0.0,22,14
25646,3.82,7.05,-6.82,0.1,0.05,-0.08,20,13
25668,3.45,7.16,-6.58,0.08,0.14,-0.15,22,8
25695,3.59,7.36,-6.22,0.13,0.25,-0.08,20,15
25717,4.07,7.18,-6.41,0.1,0.25,-0.09,22,14
25739,4.16,7.18,-6.31,0.01,0.21,-0.1,22,17
25761,3.94,7.23,-6.11,-0.08,0.18,-0.13,22,11
25783,3.92,7.41,-6.11,-0.1,0.15,-0.12,19,13
25805,3.82,7.14,-6.56,-0.17,0.15,-0.17,22,14
25828,3.8,6.96,-6.86,-0.32,0.27,-0.18,22,13
25851,3.68,10.13,-3.23,0.01,0.12,-0.03,22,9
25873,4.0,7.68,-4.92,-0.1,-0.16,0.06,23,11
25896,3.66,8.33,-6.01,-0.15,-0.38,0.19,21,17
25919,3.07,7.74,-6.51,-0.15,-0.26,0.25,21,14
25942,3.18,7.88,-6.93,-0.16,-0.02,0.03,20,10
25965,4.56,7.17,-6.58,-0.29,-0.13,-0.24,22,22
25988,4.23,6.85,-5.4,-0.13,-0.04,-0.5,22,24
26011,3.01,7.13,-5.57,0.04,0.17,-0.38,26,24
26033,3.66,7.88,-5.39,0.06,0.21,-0.13,20,21
26055,3.99,7.39,-5.77,-0.01,-0.06,-0.06,19,27
26078,2.48,7.89,-6.01,-0.09,-0.11,0.13,21,24
26101,2.84,7.47,-5.29,-0.01,-0.09,0.64,21,14
26124,4.49,7.25,-6.29,0.0,-0.13,0.64,26,13
26146,4.45,7.48,-7.11,0.09,0.14,0.36,27,12
26168,3.39,7.85,-6.74,-0.02,0.1,-0.03,20,9
26191,3.79,7.64,-5.82,0.06,0.22,0.08,20,17
26213,5.72,7.57,-6.14,-0.05,-0.08,-0.35,20,17
26236,3.59,8.39,-6.18,-0.36,-0.28,-0.68,27,23
26259,2.64,7.57,-5.91,-0.28,-0.28,-0.21,21,26
26282,3.21,7.09,-5.27,-0.15,-0.21,0.01,22,28
26304,3.11,7.88,-5.58,-0.17,-0.18,0.13,21,19
26327,2.59,7.98,-5.54,-0.11,-0.01,0.26,21,25
26350,3.76,7.69,-5.6,0.07,0.13,0.27,26,20
26372,3.91,7.68,-5.16,0.29,0.36,0.2,21,23
26394,4.7,8.31,-4.95,0.45,0.33,0.19,22,13
26416,5.22,8.72,-3.71,0.88,-0.2,0.0,22,7
26438,4.28,6.77,-6.04,0.95,-0.7,-0.21,21,9
26461,2.26,6.13,-11.48,0.17,-0.43,-0.27,25,10
26483,1.48,7.24,-8.59,-0.59,0.35,0.34,20,12
26505,3.23,7.59,-5.5,-0.86,0.45,0.77,20,9
26527,5.03,6.6,-4.38,-0.39,0.07,0.44,21,8
26549,4.62,6.43,-5.04,0.16,-0.27,-0.15,22,15
26572,2.01,7.09,-9.37,0.08,0.05,-0.3,21,12
26594,2.26,7.88,-7.06,-0.25,0.38,0.23,20,10
26616,4.02,7.06,-5.5,-0.11,0.5,0.3,23,6
26638,5.09,6.77,-6.31,-0.17,0.42,0.05,21,13
26660,4.22,9.47,-3.29,0.09,0.14,-0.01,19,7
26682,3.74,7.94,-4.76,-0.02,-0.2,-0.08,26,7
26705,3.64,7.97,-6.11,-0.02,-0.1,-0.1,22,10
26728,5.15,7.8,-6.85,-0.2,-0.26,-0.29,23,21
26751,3.89,7.75,-5.68,-0.33,-0.27,-0.49,25,33
26774,3.25,7.71,-5.51,-0.25,-0.24,-0.3,22,27
26796,4.12,7.47,-5.97,-0.17,-0.23,-0.19,22,34
26819,3.34,7.69,-5.97,-0.13,-0.18,-0.04,22,22
26842,2.82,7.53,-5.66,-0.07,-0.02,0.29,22,17
26865,4.36,7.08,-5.5,0.08,0.05,0.36,22,22
26887,3.52,7.44,-5.85,0.19,0.17,0.31,23,22
26909,3.61,7.63,-5.57,0.3,0.2,0.36,19,8
26931,5.17,7.98,-6.72,0.07,-0.07,0.06,17,15
26953,2.67,7.9,-5.33,0.04,0.01,-0.05,21,16
26975,4.13,8.13,-6.66,-0.04,-0.05,-0.05,21,15
26998,5.59,8.1,-6.74,-0.33,-0.26,-0.47,23,25
27021,4.57,7.88,-6.41,-0.4,-0.31,-0.53,20,27
27044,3.16,7.99,-5.77,-0.45,-0.18,-0.42,20,21
27067,2.76,7.75,-5.71,-0.36,-0.11,-0.37,26,24
27090,2.73,7.56,-5.46,-0.14,0.16,-0.2,23,23
27113,2.66,7.98,-5.69,-0.04,0.39,-0.22,21,18
27136,3.17,7.46,-5.55,0.01,0.38,-0.06,22,19
27158,5.34,6.79,-4.02,0.18,0.11,0.11,24,13
27180,3.9,6.64,-3.75,0.53,0.07,0.1,19,17
27202,2.84,8.56,-7.16,0.39,-0.11,0.46,22,27
27224,2.22,8.22,-6.54,0.12,0.06,0.96,19,23
27246,4.73,7.56,-7.05,-0.09,-0.09,0.3,21,16
27268,3.4,7.89,-5.45,0.1,0.08,-0.01,19,21
27290,3.78,8.57,-5.64,-0.0,-0.03,0.08,19,19
27312,4.7,9.29,-3.54,0.31,-0.28,0.26,26,20
27334,3.6,7.44,-3.85,0.72,-0.83,0.4,18,17
27356,3.73,6.15,-8.21,0.49,-0.87,0.58,18,11
27378,3.42,6.22,-8.35,0.06,-0.54,0.49,22,17
27400,2.95,6.32,-7.33,0.09,-0.11,0.34,24,21
27422,2.75,6.45,-8.26,-0.03,0.14,0.21,21,4
27444,3.48,6.81,-8.14,-0.37,0.43,-0.0,20,8
