timestamp,ax,ay,az,gx,gy,gz,p1,p2
9106,3.84,7.23,-6.72,-0.31,0.37,-0.27,20,16
9128,4.52,7.6,-5.91,-0.47,0.37,-0.19,22,17
9150,5.38,7.11,-5.33,-0.1,-0.1,0.05,22,23
9172,5.24,7.51,-5.13,-0.16,-0.37,0.11,21,24
9194,4.23,7.13,-5.93,-0.21,-0.5,0.11,23,19
9216,4.09,7.03,-7.21,-0.03,-0.19,-0.07,18,16
9238,3.37,7.71,-6.5,-0.07,0.16,0.05,22,12
9260,4.71,7.47,-4.94,0.03,0.32,0.14,22,25
9282,6.61,8.57,-4.7,0.19,0.15,-0.02,22,13
9304,5.71,8.85,-2.07,0.83,-0.35,0.09,20,14
9326,5.19,6.56,-3.65,1.25,-0.97,0.05,20,17
9348,4.02,4.43,-11.62,0.57,-0.89,-0.42,19,17
9370,1.3,5.93,-11.32,-0.69,0.64,0.02,20,18
9392,3.34,7.71,-5.52,-1.15,0.87,0.41,22,4
9414,4.56,6.9,-4.09,-0.23,0.22,0.28,19,5
9436,4.75,6.16,-6.35,0.02,-0.07,-0.13,21,19
9458,3.16,7.31,-8.72,-0.18,0.13,-0.19,22,21
9480,3.9,7.5,-6.19,-0.34,0.37,0.22,22,13
9502,5.29,6.86,-5.47,-0.31,0.29,0.12,27,12
9524,5.02,6.93,-5.88,-0.29,0.19,-0.02,21,20
9546,4.57,7.42,-5.61,-0.35,0.19,0.03,21,21
9568,4.63,6.91,-5.77,-0.06,-0.02,0.13,22,24
9590,5.16,7.23,-5.76,0.01,0.09,0.17,19,18
9612,4.49,7.15,-5.6,0.03,0.19,0.06,22,19
9639,4.64,7.32,-5.52,0.19,0.43,0.14,23,23
9661,4.75,7.88,-6.27,0.2,0.42,0.06,22,15
9683,5.18,7.43,-6.57,0.19,0.16,-0.21,20,13
9705,5.23,7.74,-5.72,0.11,-0.04,-0.5,23,20
9727,3.79,7.12,-5.17,-0.13,-0.28,-0.46,21,29
9749,4.7,7.01,-5.26,-0.08,-0.21,-0.21,20,24
9771,5.04,7.13,-5.93,-0.1,-0.37,-0.2,22,33
9793,4.33,7.08,-6.07,-0.13,-0.34,-0.12,20,26
9815,3.6,7.23,-6.07,-0.14,-0.17,0.12,22,21
9837,3.65,6.84,-5.88,-0.05,0.08,0.3,22,22
9859,4.81,6.97,-5.31,0.03,0.13,0.22,21,23
9881,5.31,7.64,-5.14,0.09,0.07,0.15,19,21
9903,4.69,7.62,-5.66,0.01,-0.06,-0.09,19,21
9925,3.94,7.72,-6.03,0.05,0.05,0.0,25,24
9947,5.55,7.8,-6.24,-0.1,-0.08,-0.2,23,9
9969,6.05,7.85,-6.14,-0.26,-0.32,-0.43,20,20
9991,4.19,7.25,-5.95,-0.39,-0.47,-0.65,22,23
10013,4.25,7.45,-5.88,-0.44,-0.39,-0.64,21,26
10035,3.89,9.13,-5.78,-0.32,0.05,-0.63,22,30
10057,3.27,7.4,-5.65,-0.1,0.12,-0.24,22,28
10079,4.98,6.94,-5.35,-0.03,0.12,-0.12,20,28
10101,4.13,7.68,-4.92,0.08,0.17,-0.04,26,28
10123,3.95,6.88,-4.25,0.24,0.1,-0.01,22,17
10145,3.7,8.24,-4.88,0.51,-0.08,0.07,24,8
10167,3.74,8.03,-7.17,0.41,-0.02,0.33,21,18
10189,4.53,7.96,-5.95,0.14,0.1,0.49,18,17
10211,4.72,7.34,-5.21,0.01,-0.02,0.55,23,22
10233,4.72,6.94,-5.49,0.01,-0.19,0.24,23,20
10255,2.62,7.78,-6.72,-0.0,0.07,-0.04,20,21
10277,3.78,7.74,-6.02,0.04,0.32,0.2,22,23
10299,6.54,7.55,-5.2,0.13,0.3,-0.02,23,22
10321,6.18,8.48,-3.54,0.33,-0.09,-0.35,19,18
10343,4.57,7.86,-2.34,1.04,-0.57,-0.09,19,18
10365,4.22,6.18,-6.38,1.09,-0.95,0.08,20,15
10387,3.26,5.87,-10.7,0.31,-0.49,0.04,20,6
10409,2.34,6.48,-9.33,-0.48,0.42,0.36,19,9
10431,3.62,6.84,-6.11,-0.54,0.56,0.46,22,6
10453,4.44,6.51,-6.26,-0.18,0.33,0.14,19,6
10475,4.22,6.39,-6.61,-0.14,0.2,-0.22,23,5
10497,3.29,7.4,-7.63,-0.27,0.31,-0.31,21,6
10519,3.51,7.72,-5.68,-0.38,0.5,-0.09,17,9
10541,4.69,7.46,-5.07,-0.34,0.36,0.03,21,12
10563,5.09,7.3,-5.31,-0.3,0.13,-0.07,22,7
10585,4.44,7.91,-4.84,0.01,-0.08,-0.04,22,16
10607,4.27,7.46,-5.6,-0.08,-0.18,-0.0,19,14
10629,3.99,7.28,-5.95,-0.06,-0.15,0.11,19,22
10651,4.66,7.1,-5.47,-0.08,-0.08,0.27,23,19
10673,4.1,6.92,-6.55,0.01,0.13,0.28,19,27
10695,4.36,7.21,-6.28,0.05,0.33,0.25,27,19
10717,3.73,6.98,-5.93,0.17,0.52,0.38,21,15
10739,5.36,7.47,-6.34,0.17,0.47,0.23,27,15
10761,5.37,7.43,-5.32,0.11,0.27,0.03,20,10
10783,5.5,7.42,-5.72,0.15,0.05,-0.23,20,12
10805,5.08,7.75,-6.29,-0.01,-0.29,-0.45,21,13
10827,5.07,7.35,-5.94,-0.19,-0.48,-0.6,21,25
10849,4.71,7.18,-6.71,-0.31,-0.52,-0.73,21,27
10871,3.37,7.01,-6.43,-0.28,-0.38,-0.54,24,23
10893,3.52,7.04,-5.81,-0.18,-0.19,-0.34,19,16
10915,4.06,7.12,-5.75,-0.04,-0.01,-0.05,23,18
10937,4.71,7.28,-5.79,-0.03,-0.08,-0.07,21,19
10959,3.85,7.35,-5.65,0.0,-0.08,-0.1,16,21
10981,3.5,7.43,-5.6,0.06,-0.08,0.05,20,14
11003,3.44,8.14,-6.05,0.1,-0.08,0.29,20,16
11025,3.84,7.93,-6.55,-0.12,-0.09,0.56,23,29
11047,4.76,7.42,-6.28,-0.12,-0.14,0.32,20,22
11069,4.31,7.08,-6.19,-0.06,-0.08,0.06,27,19
11091,4.51,7.96,-6.77,-0.15,-0.01,-0.05,19,18
11113,4.54,7.15,-6.39,-0.27,-0.18,-0.3,21,8
11135,3.92,7.46,-5.67,-0.23,-0.21,-0.31,22,26
11157,3.8,7.22,-5.51,-0.09,-0.16,-0.14,20,26
11179,4.07,7.56,-5.87,-0.11,-0.26,-0.1,20,23
11201,2.25,7.81,-5.69,-0.17,-0.22,0.21,21,33
11223,2.96,7.62,-6.36,-0.08,-0.03,0.44,23,28
11245,4.24,7.61,-6.49,0.06,0.14,0.17,21,23
11267,3.85,7.78,-5.57,0.08,0.25,0.05,21,17
11289,4.93,7.53,-4.61,0.33,0.37,0.01,21,19
11311,5.51,10.58,-3.73,0.61,0.04,-0.02,21,10
11333,4.38,7.23,-3.1,1.26,-0.61,0.04,22,10
11355,3.82,6.12,-9.97,0.72,-0.45,0.1,22,13
11377,3.17,6.04,-8.92,-0.11,0.02,-0.03,21,19
11399,2.68,6.82,-7.25,-0.49,0.35,0.13,22,9
11421,3.62,6.59,-5.94,-0.19,0.25,0.1,22,17
11443,3.82,6.44,-6.81,-0.0,-0.02,-0.28,23,13
11465,2.6,7.16,-8.17,-0.23,0.3,-0.17,20,17
11487,4.36,7.52,-5.81,-0.37,0.48,0.06,21,21
11509,4.61,7.28,-4.55,-0.16,0.26,-0.05,22,17
11531,4.44,7.44,-5.53,0.06,0.14,-0.15,21,28
11553,3.94,7.31,-6.87,-0.02,0.2,-0.19,23,18
11575,3.72,7.47,-6.56,-0.22,0.24,-0.15,26,19
11597,3.95,7.68,-5.95,-0.27,0.25,-0.17,22,17
11619,4.16,7.43,-5.81,-0.11,0.01,-0.08,22,23
11646,4.9,7.48,-5.76,-0.1,-0.15,-0.18,23,14
11668,4.07,7.3,-6.08,-0.03,-0.18,-0.13,21,13
11690,3.08,7.54,-6.09,-0.1,-0.2,0.0,20,23
11712,3.74,7.47,-6.28,-0.08,-0.08,0.24,25,19
11734,4.32,7.27,-6.16,-0.03,0.11,0.34,21,20
11756,3.37,7.09,-5.47,0.03,0.15,0.36,25,22
11778,3.93,7.38,-6.15,0.19,0.27,0.44,20,19
11800,4.93,7.19,-6.16,0.12,0.25,0.28,22,21
11822,4.79,7.53,-5.82,0.03,0.1,0.04,20,21
11844,3.86,7.48,-5.66,0.03,0.02,-0.02,21,17
11866,4.33,7.54,-6.54,0.01,0.01,0.01,23,16
11888,5.52,7.98,-6.48,-0.13,-0.13,-0.2,20,25
11910,4.05,7.65,-5.62,-0.25,-0.28,-0.45,20,15
11932,3.0,7.58,-6.04,-0.22,-0.27,-0.34,21,13
11954,3.84,7.06,-5.73,-0.22,-0.2,-0.15,20,28
11976,4.13,7.19,-5.34,-0.06,-0.11,-0.08,22,28
11998,3.86,7.78,-6.06,-0.1,-0.26,-0.1,20,28
12020,2.93,8.0,-5.92,-0.08,-0.05,0.18,21,26
12042,3.1,7.23,-5.8,0.03,0.21,0.46,25,19
12064,4.21,7.51,-5.41,0.24,0.35,0.46,22,10
12086,4.38,7.99,-4.76,0.66,0.2,0.45,20,18
12108,4.77,6.61,-6.06,0.72,0.17,0.43,23,15
12130,5.17,6.41,-5.94,0.75,0.26,0.22,22,7
12152,4.52,6.26,-7.69,0.52,0.27,0.07,21,11
12174,3.79,6.47,-8.11,0.11,0.43,0.12,27,13
12196,4.43,6.25,-7.5,-0.32,0.48,0.03,22,9
12218,4.79,6.66,-6.91,-0.54,0.52,-0.16,19,8
12240,4.5,6.54,-6.13,-0.77,0.53,-0.22,20,5
12262,6.62,6.51,-6.2,-0.21,-0.25,-0.08,19,10
12284,5.55,7.26,-6.04,-0.01,-0.2,-0.14,21,23
12306,3.91,7.34,-6.46,-0.04,-0.21,-0.13,20,24
12328,3.73,7.14,-6.55,-0.08,0.04,0.0,22,26
12350,4.59,7.77,-4.95,0.05,0.17,0.08,20,24
12372,6.42,8.56,-4.53,0.23,0.07,-0.07,22,19
12394,4.85,8.86,-1.42,1.28,-0.51,0.15,22,14
12416,5.26,6.35,-5.48,1.48,-1.01,0.2,20,10
12438,5.16,5.92,-9.22,0.84,-0.93,-0.15,22,10
12460,2.13,5.48,-9.4,-0.27,0.17,0.01,23,8
12482,3.67,6.16,-7.08,-0.83,0.62,0.24,24,11
12504,4.82,6.18,-7.0,-0.57,0.37,-0.06,21,11
12526,4.1,5.68,-6.96,-0.47,0.27,-0.45,22,10
12548,3.25,6.38,-7.28,-0.23,0.1,-0.46,19,17
12570,2.75,6.51,-9.0,-0.36,0.27,-0.14,22,19
12592,4.14,7.0,-6.63,-0.6,0.67,0.1,21,14
12614,5.1,7.2,-4.56,-0.42,0.6,0.07,19,16
12636,5.08,7.16,-4.38,-0.14,0.32,0.0,25,20
12658,4.78,7.45,-5.59,-0.07,0.23,-0.03,26,19
12680,4.96,7.49,-6.24,-0.27,0.25,-0.13,22,22
12702,4.66,7.81,-4.82,0.09,-0.04,-0.1,22,21
12724,4.59,7.89,-5.66,0.0,-0.09,-0.18,19,23
12746,4.09,7.4,-5.82,-0.2,-0.26,-0.28,23,16
12768,4.07,7.15,-6.06,-0.14,-0.1,-0.11,21,17
12790,4.77,7.19,-6.23,-0.06,-0.06,-0.08,20,32
12812,3.8,7.44,-5.4,-0.14,-0.1,0.03,20,13
12834,3.94,7.24,-5.04,-0.02,0.01,0.31,19,23
12856,4.17,7.27,-5.89,0.05,0.15,0.4,21,20
12878,3.63,6.58,-5.21,0.2,0.38,0.48,22,18
12900,5.01,7.66,-5.94,0.21,0.35,0.44,22,10
12922,5.97,7.96,-6.15,-0.01,0.03,0.01,22,2
12944,4.56,7.45,-5.64,0.03,0.02,-0.03,21,16
12966,6.74,8.2,-7.02,-0.19,-0.28,-0.37,19,25
12988,5.03,7.69,-6.2,-0.32,-0.47,-0.79,23,19
13010,4.16,7.09,-6.11,-0.48,-0.56,-0.82,22,29
13032,2.98,7.13,-6.18,-0.55,-0.45,-0.7,21,29
13054,3.18,4.88,-5.84,-0.54,-0.68,-0.63,21,36
13076,8.31,9.22,-3.34,-0.59,-0.99,-0.66,21,34
13098,2.64,7.35,-5.33,-0.11,0.27,-0.14,25,34
13120,6.08,7.36,-3.54,0.0,-0.05,-0.01,21,20
13142,3.42,7.02,-2.45,0.58,-0.24,-0.04,22,20
13164,2.74,8.49,-7.29,0.71,-0.19,0.32,19,14
13186,3.25,8.4,-8.03,0.08,-0.21,0.49,19,11
13208,4.24,8.49,-5.03,0.07,0.0,0.23,21,13
13230,2.94,8.11,-5.65,0.17,0.08,0.29,21,11
13252,4.38,8.65,-4.21,0.4,-0.05,0.36,20,18
13274,4.52,6.95,-4.96,0.74,-0.3,0.39,21,15
13296,3.61,6.22,-7.67,0.54,-0.1,0.44,23,21
13318,3.02,6.06,-8.14,0.24,0.36,0.55,19,15
13340,3.94,6.45,-7.7,0.08,0.71,0.46,20,4
13362,4.57,6.94,-6.5,0.02,0.79,0.25,19,16
13384,4.47,6.88,-6.15,-0.01,0.67,0.13,21,17
13406,4.6,7.36,-6.06,-0.06,0.64,0.19,18,6
13428,4.48,7.32,-5.51,-0.07,0.56,0.15,21,14
13450,5.53,6.65,-6.79,-0.42,0.24,-0.12,23,17
13472,4.27,8.79,-3.92,-0.06,0.09,-0.06,20,10
13494,4.15,7.51,-4.58,-0.11,-0.17,-0.08,23,13
13516,4.43,7.41,-5.45,-0.06,-0.14,-0.12,22,20
13538,4.56,7.54,-6.21,0.03,0.04,-0.02,21,26
13560,5.67,8.22,-5.13,0.15,0.11,-0.04,28,16
13582,5.14,10.03,-1.71,0.6,-0.13,-0.07,18,10
13604,5.72,7.65,-3.63,1.23,-0.97,0.22,21,13
13626,6.18,4.87,-8.71,0.84,-1.15,-0.07,22,17
13653,2.76,5.43,-9.6,-0.08,-0.16,-0.26,20,5
13675,2.99,6.14,-7.69,-0.64,0.33,-0.14,20,5
13697,3.46,6.25,-6.74,-0.41,0.4,-0.14,25,12
13719,3.54,6.45,-6.86,-0.41,0.17,-0.32,21,11
13741,2.76,6.33,-8.23,-0.16,0.21,-0.24,22,10
13763,3.29,7.3,-7.06,-0.51,0.56,0.11,22,4
13785,4.79,7.32,-5.05,-0.4,0.53,0.16,26,15
13807,5.28,7.16,-5.26,-0.23,0.36,-0.01,22,8
13829,5.08,7.17,-5.45,-0.23,0.19,-0.27,21,16
13851,4.81,7.44,-5.71,-0.32,0.09,-0.42,19,17
13873,4.81,7.25,-6.18,-0.03,-0.15,-0.12,21,25
13895,4.38,7.47,-5.74,-0.06,-0.1,-0.0,20,45
13917,3.61,7.36,-6.25,-0.1,-0.09,0.12,18,27
13939,4.15,7.11,-6.12,-0.08,0.05,0.22,20,29
13961,4.19,7.29,-6.09,-0.02,0.18,0.27,23,21
13983,3.92,7.13,-5.38,0.08,0.43,0.42,20,26
14005,4.81,7.11,-5.3,0.3,0.86,0.58,25,12
14027,5.39,7.01,-5.98,0.3,0.64,0.47,18,13
14049,6.3,7.74,-6.19,0.06,0.12,0.04,20,10
14071,4.3,7.02,-4.97,0.02,0.01,-0.05,22,18
14093,5.81,7.94,-6.5,-0.1,-0.21,-0.16,20,14
14115,5.97,7.56,-5.77,-0.35,-0.58,-0.63,20,27
14137,4.48,7.0,-5.78,-0.31,-0.6,-0.73,23,30
14159,2.77,7.4,-5.39,-0.24,-0.4,-0.53,25,17
14181,4.05,7.15,-6.15,-0.17,-0.23,-0.36,20,18
14203,4.28,7.05,-5.91,-0.09,-0.03,-0.07,23,15
14225,5.47,7.2,-5.59,-0.03,-0.02,-0.04,21,20
14247,4.67,7.19,-5.27,0.02,-0.13,-0.17,19,22
14269,2.77,7.56,-5.23,0.14,-0.03,0.11,23,23
14291,3.5,7.96,-6.22,0.12,0.03,0.56,23,26
14313,5.26,7.54,-5.58,-0.02,0.09,0.86,22,28
14335,5.32,6.95,-6.53,0.0,-0.14,0.45,20,26
14357,4.45,7.05,-6.84,0.04,-0.02,-0.03,21,21
14379,4.14,7.42,-6.54,-0.01,0.18,0.09,20,21
14401,7.47,6.14,-5.95,0.07,-0.03,-0.61,22,26
14423,3.29,7.66,-5.99,0.09,-0.07,-0.95,25,18
14445,2.21,8.26,-5.33,0.05,0.28,-0.2,20,25
14467,6.08,7.07,-5.03,-0.01,-0.05,-0.03,19,16
14489,4.14,7.58,-5.69,0.01,-0.22,-0.09,20,20
14511,2.53,7.73,-6.04,-0.09,-0.09,0.38,21,22
14533,4.55,6.86,-5.78,-0.06,-0.0,0.34,24,33
14555,3.44,7.76,-6.86,-0.07,-0.05,-0.08,22,32
14577,5.21,7.57,-6.53,-0.4,-0.26,-0.23,19,25
14599,3.9,7.47,-5.11,-0.25,-0.17,-0.25,23,23
14621,4.36,7.07,-5.74,-0.13,-0.33,-0.21,21,25
14643,3.34,7.79,-6.34,-0.17,-0.28,-0.03,24,22
14665,2.83,7.39,-6.19,-0.1,-0.12,0.19,23,30
14687,4.25,7.24,-5.65,0.03,0.15,0.26,20,23
14709,4.87,7.67,-5.34,0.16,0.27,0.11,22,26
14731,5.24,8.63,-4.47,0.36,0.45,0.11,25,16
14753,6.42,10.46,-1.91,0.85,-0.24,0.1,21,26
14775,3.63,5.62,-3.54,1.47,-0.84,0.12,22,21
14797,4.87,5.79,-10.51,0.45,-0.47,0.07,21,20
14819,3.44,6.1,-8.85,-0.28,0.16,-0.15,22,18
14841,0.33,7.04,-7.1,-0.4,0.46,0.02,21,17
14863,2.64,6.56,-7.69,-0.0,0.32,0.04,23,12
14885,3.57,6.06,-8.27,0.08,0.27,-0.23,23,13
14907,2.2,6.45,-8.62,-0.09,0.41,-0.46,25,9
14929,2.63,8.0,-6.89,-0.29,0.75,-0.08,21,17
14951,4.7,7.9,-5.09,-0.24,0.65,0.09,23,11
14973,5.53,7.37,-4.63,0.02,0.44,-0.05,22,18
14995,4.92,7.37,-5.21,0.14,0.15,-0.16,24,11
15017,4.38,7.44,-6.29,0.09,0.09,-0.13,21,11
15039,4.32,7.08,-6.31,-0.13,0.11,-0.11,23,11
15061,4.56,7.17,-6.32,-0.15,0.12,-0.22,24,9
15083,4.36,7.11,-6.57,-0.29,0.06,-0.28,22,12
15105,3.56,8.99,-4.67,-0.29,0.07,-0.19,20,25
15127,4.56,7.19,-6.2,-0.16,-0.12,-0.13,20,26
15149,4.54,7.42,-5.84,-0.07,-0.15,-0.12,25,26
15171,3.87,7.38,-6.27,-0.08,-0.14,-0.03,21,25
15193,3.82,7.2,-5.7,-0.1,-0.15,0.13,20,31
15215,4.12,7.12,-5.84,-0.03,-0.08,0.25,22,28
15237,4.52,6.78,-5.17,0.02,0.1,0.37,24,30
15259,3.76,7.45,-5.5,0.17,0.34,0.55,21,21
15281,3.0,7.0,-6.29,0.3,0.64,0.77,20,11
15303,6.01,7.57,-6.13,0.24,0.63,0.52,22,17
15325,6.08,7.89,-6.22,0.04,0.06,0.0,21,8
15347,5.27,7.19,-5.16,0.08,0.14,-0.09,27,12
15369,6.39,7.83,-5.95,0.03,-0.13,-0.35,22,14
15391,5.15,7.65,-5.94,-0.15,-0.58,-0.71,21,16
15413,3.72,7.6,-6.11,-0.31,-0.63,-0.69,21,17
15435,3.49,7.15,-6.11,-0.37,-0.54,-0.58,20,31
15457,3.81,7.45,-6.08,-0.26,-0.34,-0.36,20,21
15479,3.56,7.21,-6.05,-0.2,-0.23,-0.23,22,22
15501,4.32,7.37,-6.19,-0.09,-0.21,-0.1,25,19
15523,2.71,7.95,-5.6,-0.18,-0.23,0.11,23,30
15545,4.5,7.55,-5.19,-0.07,-0.15,0.39,22,20
15567,4.05,7.55,-6.11,0.06,0.09,0.15,20,19
15589,3.08,7.97,-5.32,0.17,0.25,0.13,25,29
15611,4.86,8.61,-5.55,0.2,0.17,0.17,22,20
15633,4.12,8.66,-3.1,0.49,-0.29,0.34,21,16
15660,4.45,6.54,-6.44,0.6,-0.71,0.55,22,12
15682,4.28,5.84,-8.84,0.05,-0.55,0.37,22,13
15704,3.63,5.4,-8.31,-0.3,-0.12,0.1,22,18
15726,3.22,5.92,-8.45,-0.43,0.28,-0.06,19,5
15748,3.39,7.31,-7.67,-0.8,0.61,0.07,21,16
15770,4.8,11.41,-1.03,-0.25,0.41,0.37,20,13
15792,4.46,7.32,-3.84,-0.16,0.0,0.39,22,14
15814,4.99,7.98,-5.67,0.01,-0.18,0.14,22,15
15836,3.88,7.83,-6.11,-0.04,-0.17,0.08,22,13
15858,4.19,7.52,-6.77,-0.16,-0.09,-0.02,20,18
15880,5.31,7.06,-6.54,-0.32,-0.27,-0.34,21,34
15902,3.11,6.93,-5.43,-0.2,-0.12,-0.37,25,28
15924,3.52,7.63,-5.97,-0.1,-0.04,-0.22,20,26
15946,4.75,7.24,-6.24,0.0,0.05,-0.03,25,28
15968,4.55,7.37,-5.83,-0.02,-0.04,-0.14,21,26
15990,3.7,7.39,-5.71,0.03,-0.02,-0.0,21,34
16012,2.83,7.34,-4.93,0.11,0.09,0.34,25,24
16034,3.74,7.58,-6.35,0.11,0.27,0.59,23,5
16056,5.21,7.69,-5.95,-0.01,0.06,0.39,21,22
16078,3.98,7.27,-6.23,0.01,-0.04,-0.0,25,21
16100,4.67,7.68,-6.5,-0.19,-0.14,-0.12,22,25
16122,4.77,7.55,-5.82,-0.23,-0.23,-0.38,21,36
16144,3.97,6.81,-5.66,-0.15,-0.18,-0.32,22,27
16166,3.67,7.37,-5.83,0.01,0.06,-0.04,17,26
16188,4.63,7.37,-5.59,-0.02,0.01,-0.1,21,28
16210,3.98,7.42,-5.38,0.04,-0.07,-0.13,23,23
16232,2.92,7.35,-5.84,0.15,-0.01,0.18,19,26
16254,3.63,7.86,-6.28,0.15,0.16,0.51,19,23
16276,4.19,8.21,-6.18,0.02,0.1,0.66,22,17
16298,5.59,7.15,-6.02,-0.15,-0.2,0.27,23,19
16320,3.76,7.92,-6.82,-0.11,0.0,-0.03,21,27
16342,5.14,7.2,-6.17,-0.39,-0.26,-0.22,23,28
16364,4.8,6.82,-5.16,-0.34,-0.28,-0.37,22,19
16386,3.29,6.93,-4.7,-0.09,-0.12,-0.16,23,18
16408,4.27,7.61,-6.3,-0.04,-0.19,-0.11,23,26
16430,3.09,7.77,-5.8,-0.09,-0.08,0.02,20,21
16452,3.36,7.63,-5.56,-0.01,0.12,0.24,23,16
16474,4.67,7.28,-4.93,0.2,0.23,0.25,19,18
16496,4.94,8.33,-4.62,0.44,0.21,0.24,21,21
16518,5.99,9.14,-3.75,0.84,-0.39,0.08,20,17
16540,3.25,6.39,-7.99,0.59,-0.58,0.14,21,17
16562,3.92,5.95,-7.85,0.05,-0.15,0.22,22,12
16584,3.9,6.19,-6.93,-0.18,-0.1,0.03,22,14
16606,3.22,6.0,-7.14,-0.03,-0.11,-0.19,20,13
16628,3.13,6.51,-9.33,-0.46,0.3,-0.22,20,12
16650,3.35,7.57,-6.38,-0.75,0.61,-0.02,21,13
16672,4.68,8.78,-2.33,-0.09,0.29,0.23,22,9
16694,5.03,7.59,-3.8,0.02,-0.15,0.07,22,8
16716,4.23,7.81,-5.42,0.03,-0.26,0.11,19,7
16738,3.88,7.52,-6.12,0.0,-0.16,0.26,18,11
16760,3.79,7.31,-6.99,-0.08,-0.01,0.09,21,14
16782,4.51,7.77,-6.77,-0.21,0.01,0.05,23,26
16804,5.75,7.7,-5.84,-0.4,-0.26,-0.38,20,22
16826,3.59,6.96,-5.07,-0.36,-0.31,-0.54,19,27
16848,3.39,7.17,-5.44,-0.04,0.06,-0.1,20,17
16870,4.66,7.42,-6.21,-0.03,0.01,-0.08,26,24
16892,4.08,7.35,-5.65,-0.02,-0.0,-0.11,22,18
16914,3.93,7.41,-5.49,0.08,-0.01,-0.02,26,19
16936,3.94,7.71,-5.77,0.24,0.07,0.24,23,23
16958,3.6,7.66,-5.82,0.32,0.22,0.57,23,17
16980,4.4,8.33,-5.73,0.09,-0.03,0.62,21,15
17002,5.05,7.54,-6.41,-0.15,-0.4,0.1,22,21
17024,3.52,8.5,-7.17,-0.22,-0.12,0.0,23,31
17046,4.59,7.47,-6.15,-0.47,-0.25,-0.17,20,24
17068,4.46,7.42,-5.4,-0.36,-0.2,-0.25,20,17
17090,4.3,7.02,-5.25,-0.11,-0.19,-0.14,22,16
17112,3.92,7.46,-6.2,-0.02,-0.19,-0.13,22,19
17134,3.0,7.88,-5.94,-0.1,-0.06,0.04,20,17
17156,3.24,7.65,-4.95,0.04,0.2,0.38,20,18
17178,4.63,7.3,-5.09,0.26,0.19,0.29,21,25
17200,4.45,8.03,-5.21,0.33,0.16,0.11,20,28
17222,4.84,9.14,-4.7,0.45,-0.09,0.18,25,24
17244,3.43,7.15,-5.86,0.57,-0.48,0.3,21,27
17266,3.93,5.87,-8.25,0.1,-0.25,0.5,21,18
17288,3.75,5.98,-7.41,-0.22,0.1,0.51,21,16
17310,4.15,5.88,-7.33,-0.17,0.41,0.34,20,10
17332,4.89,6.5,-7.79,-0.39,0.44,-0.12,19,12
17354,3.43,9.15,-5.54,-0.16,0.26,-0.05,25,14
17376,4.27,7.86,-4.21,-0.18,0.17,0.1,22,11
17398,6.93,7.73,-5.56,-0.13,-0.2,-0.35,21,25
17420,4.37,7.46,-5.82,-0.28,-0.44,-0.74,26,24
17442,2.45,7.4,-6.23,-0.31,-0.28,-0.31,21,16
17464,3.23,7.34,-5.67,-0.22,-0.02,0.03,21,22
17486,4.02,7.3,-5.29,-0.17,-0.07,0.15,21,21
17508,4.31,7.1,-5.29,-0.07,0.01,0.27,21,19
17530,3.11,7.31,-5.89,0.03,0.24,0.44,23,20
17552,4.29,6.73,-5.13,0.31,0.41,0.45,22,22
17574,4.76,7.78,-6.98,0.46,0.51,0.35,19,20
17596,4.96,7.56,-6.22,0.25,0.18,0.06,20,14
17618,6.19,10.06,-7.54,0.32,0.36,-0.36,20,17
17640,5.84,8.52,-5.75,0.26,-0.29,-0.91,25,14
17667,3.27,9.64,-3.04,0.2,-0.49,-0.07,20,13
17689,3.24,7.31,-4.86,0.58,-0.73,0.71,22,16
17711,5.48,5.78,-8.16,0.1,-0.49,0.69,23,15
17733,4.37,5.39,-7.38,-0.2,-0.12,0.21,22,14
17755,4.04,6.05,-7.12,-0.19,-0.01,-0.23,23,14
17777,3.44,6.38,-7.24,-0.14,-0.02,-0.54,23,17
17799,2.21,6.9,-9.07,-0.28,0.1,-0.69,22,22
17821,2.76,8.11,-6.98,-0.67,0.55,-0.27,22,33
17843,4.0,9.13,-3.33,-0.35,0.4,0.07,26,27
17865,4.78,7.18,-4.45,-0.15,-0.02,0.12,20,19
17887,4.3,7.44,-5.94,0.0,-0.11,0.13,22,19
17909,3.45,7.25,-6.37,0.05,0.07,0.23,22,14
17931,2.82,7.19,-6.52,0.13,0.28,0.32,23,22
17953,3.7,6.74,-5.88,0.31,0.64,0.59,22,26
17975,5.27,6.96,-5.72,0.45,0.76,0.57,22,13
17997,7.1,8.35,-6.5,0.09,0.02,0.07,21,23
18019,2.94,7.69,-5.09,-0.05,-0.08,-0.14,23,10
18041,5.74,8.93,-6.83,-0.22,-0.3,-0.19,18,28
18063,5.43,7.85,-7.29,-0.69,-0.9,-0.75,22,30
18085,4.09,6.92,-5.05,-0.74,-0.81,-0.69,22,21
18107,3.6,6.78,-5.4,-0.61,-0.64,-0.58,19,22
18129,3.19,6.83,-6.05,-0.38,-0.19,-0.3,23,18
18151,4.07,6.92,-5.75,-0.07,0.09,0.02,20,26
18173,4.59,7.36,-5.47,-0.05,-0.0,-0.13,27,24
18195,3.15,7.5,-5.12,0.17,0.07,-0.04,21,22
18217,3.09,7.23,-5.3,0.43,0.15,0.2,20,17
18239,3.26,7.42,-6.05,0.58,0.25,0.5,22,17
